0.6719633,-0.2495806,-0.4136060,-1.4434079,-0.5776361,-1.2069878,-1.4941282,0.7083505,-0.1597655,0.6572395,1.8179425,-2.4631014,-1.3511846,0.6768957,-0.7599271,1.4696834,1.2430906,-1.3382748,-0.9738101,-0.7264061,-1.3208519,0.3812319,-2.1694749,-1.5301339,-2.0677623,0.3960155,1.2520150,0.4418249,-0.8611336,-0.8221508,-0.3533425,1.2114362,
-1.1439313,0.1144090,-1.4718910,0.3990303,-0.4020598,0.5080284,1.0012163,-1.8855452,-0.1536367,-1.2298562,-1.6241082,-1.4121679,-0.2958275,-2.2620816,1.7033346,-2.0659074,0.4880211,-0.1061052,0.9429450,0.8792091,0.1594499,1.0600016,-0.5574576,-1.6679253,0.4427893,1.9608322,0.5196684,0.7273826,-0.7338708,-0.4836128,0.2124893,-1.8444360,
0.0307652,-0.6564694,-0.6025212,1.6019118,-1.0238037,0.4234974,-2.8068538,0.1104147,-1.4212975,1.8138503,-0.3327835,-1.5902464,-0.1864307,0.3352076,-1.3674522,-2.2372782,-0.3478991,0.3192279,-1.2989002,-0.4092269,0.9765141,-2.4401099,-0.5765560,2.3517152,1.1427803,0.2867747,0.4308401,1.2035019,-1.7231296,0.7380463,-1.3351402,-0.1609690,
1.2109427,-0.8173500,0.7932147,-2.0543043,0.1183177,-0.9999874,1.2076293,0.5234008,-1.9571476,0.9395277,-2.2776061,1.2916127,-1.0129561,-2.9484202,-0.8534880,-0.4662248,1.9048669,-1.0788725,0.2222533,-0.3794835,-0.8626304,-1.3402029,0.7390366,-0.6870691,1.4930860,-2.0011766,-0.8345097,0.7556748,0.3956737,-1.3026885,0.0192800,0.0997699,
-2.7289840,-0.8360637,0.0153232,-2.3019195,1.1969649,0.2666229,-1.9608932,0.2901224,0.3274466,-1.6407534,0.6043076,0.2187231,-0.0690274,-0.4749044,-0.3525028,0.6556866,-0.5105740,-1.2641632,-1.9161645,1.7610884,-1.4079881,-1.5539089,1.9540172,1.6092317,-0.6481380,1.5790406,-0.5255231,-0.5696797,-0.3271417,2.4957908,-0.4687674,-1.8049608,
0.6931818,-0.7344302,0.0246440,-1.0208679,0.0072476,-1.2930698,0.0070621,-0.2648764,-1.0152066,2.7001526,-0.4543522,1.5297562,0.3171898,0.8510397,-0.1805224,-0.5516959,-3.3263419,-0.3983336,0.2149168,-0.6792302,1.2745113,0.7141644,-1.0803823,-2.0449250,-2.4472933,0.0335557,-2.4851990,-2.0660993,1.4957426,1.0084554,0.5934272,-0.8382451,
1.1748106,-1.2593250,-0.2763617,1.0703603,0.0600910,0.4809414,-1.3218504,0.9134434,0.7778414,-1.1501827,-1.7108493,-0.1223671,-0.3561158,1.0348596,1.9447482,1.3369777,0.6698339,-0.5007007,-0.6864559,-0.5359975,0.6548712,-0.2093814,0.5503052,-2.9695974,-1.0862699,-1.3857507,-0.3060993,-0.0910737,-2.0735947,1.1283142,-1.3530175,-2.4089481,
-2.3712026,-0.3558986,-3.0281406,0.3178191,0.8393561,-0.3143041,1.0512638,-0.9279952,-2.0978144,-1.8565726,0.6269762,-0.2376414,0.5563514,0.4188846,-0.3714625,1.5370062,-1.7030564,-1.3770934,1.3017641,-0.3730218,-0.3431396,-0.4491114,-0.4986121,0.5275087,0.6671668,-1.6744975,1.3764221,-0.5491586,0.6327430,-0.3552404,-1.1393543,1.8322868,
0.6077460,-0.5356668,1.1406136,1.6998041,-2.7125685,-2.1230977,0.8782042,-1.6025333,0.9678108,-1.9962963,0.4325565,1.2191074,-0.3360682,-0.3010203,-1.6155299,-0.5107182,0.9598069,-0.8070237,-0.4266553,0.9690661,0.1133754,-0.9246400,0.7097661,0.8520423,-2.0167383,0.4079650,-2.6336739,-1.5432332,-2.4981179,-0.2968825,-0.5791322,1.4640103,
-1.4332561,-0.7288338,1.2174320,-0.8860361,-1.1648871,1.0776680,-0.4630571,-1.7410917,2.1080902,-1.4895852,0.7646990,0.3332815,-0.3407718,-0.5372510,-1.2614724,-2.5325689,0.9275419,0.7370990,-2.5057005,-0.6279815,-0.9991075,1.2522883,-1.6721553,-0.7921730,1.5021168,-2.0607753,-0.4030199,-1.0727388,0.6168435,-2.1424730,1.0580209,-2.0559248,
