1.3096848,-0.1897474,0.4533542,0.4699055,-1.3742729,0.8343231,-0.0258755,-0.1492208,-0.0396461,0.6748505,0.9105637,0.5292233,-0.2843677,0.6668197,-0.6042033,-0.3988837,-0.8010308,-0.1535754,-0.5803102,-1.0211535,-0.3384978,-0.0816615,-0.2002111,-0.3716640,-0.0683090,-0.3032714,-0.9004665,-0.0755073,-0.0679997,-0.7707748,-0.3112130,-0.5087450,-0.6216927,0.2576424,-0.0595147,0.5636491,0.0361362,0.0204357,-0.3092605,0.4944837,-0.2763858,0.7847099,-0.3760071,0.9070170,-0.2450215,-0.7954799,-0.2127812,-1.1319969,0.1677380,0.7416231,0.0802724,1.0832852,0.4224082,-0.1389396,0.3891022,-0.2383720,0.2794244,0.4213117,-0.3242170,-0.7571064,0.1439119,0.1181687,0.5225279,0.0141692,
0.3116410,-0.4174260,0.4911503,-0.4638198,0.4208471,-0.4925488,0.2198381,0.0594897,0.4033947,0.2957853,0.0492326,0.1005077,0.4938942,0.3803986,0.1485221,0.0939218,0.1091191,0.2960850,0.0752834,0.4001908,-0.3599721,0.1647344,-0.0883666,0.3975290,-0.4096509,-0.0445662,-0.2792047,0.1527194,0.5041323,0.3957600,0.4197716,0.2823621,0.4968059,0.3584112,0.2973987,0.3922163,0.4050455,0.0198635,-0.0242741,0.2837078,-0.1870423,0.4824481,-0.1351406,-0.2563311,0.3580898,0.5353859,0.4049659,-0.0836672,0.2586094,-0.0408987,-0.1845372,0.3631429,-0.3981689,0.2020395,0.2746534,-0.3838037,-0.3961243,0.4667918,0.2885267,-0.4130398,0.3458033,0.1828532,0.3245981,0.3389760,
-0.0238857,0.4075906,0.2072003,-0.3453242,-0.6531571,0.1534574,-0.0311205,0.4210428,-0.9943127,-0.5706990,0.0680976,0.8858620,0.0799574,0.1817585,-0.2971497,-0.1516132,0.0417806,0.3349444,-0.8145516,-1.0760647,-0.0380372,0.3174622,-0.9272635,-0.4759382,1.1977817,0.1049993,-0.6125826,-0.1727559,-0.4732172,0.0124814,-0.3876933,-0.8614232,0.5450236,-0.7296478,-0.7800788,0.9249595,-0.0697021,-0.3880161,0.2072173,-0.5242263,-0.9423401,-0.3000600,0.0121450,0.0275454,-0.3776386,0.3787897,0.6892562,-0.0547692,0.2349916,0.5043242,0.3966648,0.7273696,0.3146260,-0.0218959,0.0894416,-0.1111013,0.2221604,-0.2900062,0.2298404,-0.7027928,-0.6176701,-0.0454099,-0.3146643,0.2315582,
-0.0206069,-0.6803305,0.2542102,0.1985480,-1.3713454,0.7749020,0.1474987,-0.9769951,-0.8038182,-1.3978879,0.5245081,0.1421532,0.1481881,-0.5922423,-0.9235989,0.1718520,-0.2921996,-0.2198948,-0.4238406,-0.3287552,-0.2474606,-0.4909779,0.7963719,0.8760453,1.1151698,-0.2953702,0.5742111,-0.4049482,-0.2222816,-0.5076869,-0.5878137,-0.6371593,-0.6806658,0.8160477,-0.0879867,-0.3932994,0.4298697,-0.4313289,-0.3677146,0.4716454,0.0071913,0.3783551,-0.0501815,-0.0002462,0.1647598,0.1550527,0.6572057,-1.1797568,-1.3705678,0.0125412,0.2572548,-0.9215264,0.3112233,-0.1388575,1.0252231,0.5938476,0.0147057,0.2256578,0.5447161,0.1414490,-0.3703592,0.3921407,-0.1830240,0.4748289,
0.1047524,0.5623498,-0.5575629,-0.1039806,0.8976496,-0.4444636,0.2316438,0.3452164,0.7682385,0.9267212,-0.6644719,0.1952112,-0.1983680,0.8996546,0.3432045,0.4021790,-0.1146525,-0.3858915,0.5127214,-0.1495119,0.0573087,0.3140833,-0.9341248,-0.6664076,-0.5923317,-0.0224723,-0.3625339,0.7723031,0.2093633,0.1964740,0.0346717,0.0386884,-0.0839272,0.1753276,0.2446524,0.2738666,-0.2740694,0.1696593,-0.1917320,-0.4694259,0.3467166,0.2525969,0.0892549,-0.4114909,-0.3823185,-0.0347298,-0.3434876,0.9309296,0.1020874,-0.2060193,-0.7429173,0.0035956,0.2412604,-0.4067411,0.3047880,-0.5352284,0.4196153,-0.2050265,-0.3661513,-0.6857298,1.0895482,0.1563658,-0.4475428,-0.0143256,
-0.3939914,-0.2154366,-0.8453197,0.3305031,0.8381879,0.1571149,0.0452967,0.2937050,-0.0521305,-0.6670989,0.0368871,-0.5104196,0.3545630,-0.8418428,0.3448849,0.7881624,-0.4094248,0.1790661,0.3130036,0.7350301,-0.2980618,0.5650609,-0.0908485,0.4369008,0.5328595,-0.1943411,0.5883505,0.5040424,0.6285471,0.5926563,-0.5737846,-0.3716612,0.4920415,-0.3024185,-0.0330101,-0.1725320,0.3164986,0.0309740,0.4140638,0.3332768,0.4953993,0.0272672,-0.0637543,-0.8498422,0.2127704,0.1121997,-0.2371350,1.0719866,-0.8330251,-0.3086387,-0.1348990,-0.8251123,-0.4451343,0.0358333,0.5137039,-0.1940155,-0.7719062,-0.0539210,0.7553479,0.5744706,-0.1313000,-0.8595113,-0.7352967,0.0978500,
-0.9287023,1.2652416,0.9779911,-0.6222329,-0.5665225,0.8612702,0.0666879,-0.2350446,0.4100887,-0.2320602,-0.5614054,-0.5214116,-0.8660145,0.4792376,0.6725930,-0.3203862,0.5124702,0.4295901,0.8360847,0.7574886,0.4823532,0.5230303,-0.0922163,-1.0180777,-0.3113964,-0.9765960,-0.2238804,-0.4281501,-0.6716828,0.4165392,1.2487970,0.0892062,0.1869216,0.0086970,-0.0671627,0.1888678,-0.1496632,-0.4975398,0.1236773,0.0962765,-0.4383418,0.0250928,-0.5123144,0.1988302,-0.7148358,0.0003768,0.0878942,-0.1978920,0.6731248,-1.1371677,0.0352678,0.9855351,0.8343360,0.2953719,-0.0044690,-0.5435926,0.1693278,-0.2985534,-0.2280405,0.5547293,-0.4129602,0.3738008,0.0101759,-0.6717963,
0.4964555,-0.0669209,-0.2562974,-0.1134804,-0.3041992,-0.9344801,-0.1383913,0.0436450,0.3103100,0.6455619,0.6959509,0.3535658,0.8101717,-0.1022931,-0.1217860,0.2145166,-0.7223429,-0.7193899,-0.0136980,-0.6719515,-0.5222930,0.6930890,-0.2235361,0.2940508,0.1169203,0.4368074,0.0196896,0.7864573,0.2823011,-0.5824123,-1.4851556,0.2381469,-0.9687064,-0.2484891,0.1612852,-0.3235065,0.4767144,0.2937451,-0.0710555,-0.4880061,0.5037609,-0.0989894,-0.6688650,0.1254881,-0.2368118,-0.6676715,-0.9255956,0.3041108,0.1312165,0.6807511,0.2412144,0.3467461,-0.3146899,-0.3480757,0.5602249,-0.4693513,-0.0469730,0.6034085,0.5718136,-0.0151189,0.4965405,0.0510232,0.2865674,0.3641699,
-0.3169310,-0.3039503,0.4101218,-0.2517570,0.5939949,-0.1824999,0.1523849,0.1125695,-0.6755768,-1.2154292,0.6853977,0.2185303,0.7704395,-0.6745878,-0.6854155,0.3950370,0.0027452,0.1099433,-0.4662693,0.4839753,0.6069290,-0.2961537,-1.1214698,-0.4113354,1.0622466,-0.0362872,0.5551127,-0.4485220,-0.5827476,-0.2988560,0.0659025,-0.0133023,0.6020240,-0.1206370,-1.3677032,-0.0173587,0.1818744,-0.4885642,0.5927859,-0.1655410,-0.2911876,0.4805348,0.7340839,-0.2581147,0.2434974,0.6626823,0.7786077,0.1413993,-0.0265665,0.3701830,-0.6729501,-0.2282453,-0.3714059,0.0422498,-0.3455730,-0.5731444,0.1098855,-0.5913865,0.7195318,0.2551141,-1.5369057,-0.3084186,-0.4970379,0.0481201,
1.2380675,0.2746943,-0.5703688,0.2602522,-0.6064557,-0.3875079,0.2842424,0.6085621,0.5882168,1.3815821,0.5286522,0.5028461,-0.8935885,0.5160711,-0.3154193,-0.9027635,-1.2904886,-0.7030939,0.0275071,-0.0436546,-0.9894457,-0.4861377,0.6559192,-0.1946395,-0.4755334,0.6623335,-1.2060955,0.3090032,-0.1612426,0.5009346,-0.5483791,-0.4063018,0.0152292,-0.2348030,0.9553021,0.0496801,-0.4683594,0.6502962,0.2088528,-0.3591838,-0.5158331,-0.0813186,-0.7970255,0.7216096,-0.6793140,-0.8806181,-0.1466124,-0.6469166,0.6747430,0.0824342,0.7267303,1.0007255,0.0587251,-0.0750182,0.1435225,0.9144933,-0.0757334,0.5237015,-0.5230851,-0.6491007,0.9282365,0.3712310,0.5993801,0.4702019,
